album_id,title,release_date,album_type
ALB287217,Black Pulcinella,2022-04-29,album
ALB479354,Cattivi guagliuni,2011-11-03,album
ALB670121,Napoli Manicomio,2006-08-09,album
ALB392642,Partenope,2020-12-21,single
ALB891174,Figli E Figliastri,2014-04-15,album
ALB189091,Gioco sporco,2019-11-20,album
ALB984225,Sorridi e vuoi fumare,2025-03-28,single
ALB140099,Señorita,2021-05-21,single
ALB374316,2/7 - EP,2020-06-12,single
ALB814504,Rido,2018-04-10,single
ALB341393,L'uomo che viaggiava nel vento (E altri racconti di brezze e correnti),2016-10-14,album
ALB473112,MBAPPÉ,2025-03-14,single
ALB574306,Ella Quiere Beber (Remix),2018-11-02,single
ALB587475,Forró no Varandão,2021-07-23,album
ALB522187,Santana Season,2023-06-09,album
ALB166797,#Uagliò,2017-06-16,album
ALB803806,Banditi,2016-09-30,album
ALB902683,Vile Denaro,2007-01-01,album
ALB767515,Club Dogo,2024-01-12,album
ALB119641,MI Fist (2004 Remaster),2003-01-03,album
ALB301644,Che Bello Essere Noi,2010-01-01,album
ALB117503,Non Siamo Più Quelli Di Mi Fist,2014-01-01,album
ALB661281,Dogocrazia,2009-01-01,album
ALB966701,Noi Siamo Il Club (Reloaded Edition),2012-01-01,album
ALB671458,Penna Capitale,2006-03-15,album
ALB865360,60 Hz,2004-01-07,album
ALB507661,Everyday Ting,2018-06-10,single
ALB390480,Vile Denaro 10th Anniversary,2007-05-17,album
ALB858326,SANTANA MONEY GANG,2025-04-10,album
ALB575497,MI Fist,2004-04-23,album
ALB874125,"Street Collection, Vol. 2 (2008 Remastered)",2019-10-25,compilation
ALB624300,La calda notte,2005-08-06,album
ALB269553,"Vita Vera - Mixtape, aspettando la Divina Commedia",2020-06-12,album
ALB159913,Ciao Fibra,2007-07-27,single
ALB861302,Guersace (RMX) feat. Enzo Dong,2018-02-16,single
ALB759267,Il Cd Della Pina,1995-01-01,album
ALB130131,Piovono Angeli,1998-01-01,album
ALB576008,Cora,2000-01-01,album
ALB168575,Questa Fly,2007-01-01,album
ALB245286,The Royalty,2008-09-09,album
ALB461916,Tribulation,2023-01-17,single
ALB899501,Cocco,2019-03-03,single
ALB252866,Buio,2020-02-21,single
ALB392969,In The Jungle,2019-08-02,single
ALB589536,Fenomeno,2017-04-07,album
ALB692677,Mr. Simpatia,2004-09-01,album
ALB659615,Controcultura,2010-01-01,album
ALB983527,Squallor,2015-04-07,album
ALB504788,Caos,2022-03-18,album
ALB870812,Niente Di Personale,2014-03-26,single
ALB340607,Il Tempo Vola 2002-2020,2019-10-24,compilation
ALB777026,Ciao Fibra,2007-07-27,single
ALB555351,Turbe Giovanili (20° Anniversario / Versione Originale),2002-02-10,album
ALB694405,Guerra E Pace,2013-01-01,album
ALB682365,Tradimento (Platinum Edition),2006-12-01,album
ALB335096,Turbe Giovanili,2002-01-01,album
ALB414116,CVDM,2017-11-13,single
ALB702680,Bugiardo,2007-01-01,album
ALB322280,Gemelli,2020-06-18,album
ALB349340,In Italia 2024 (feat. Emma & Baby Gang),2024-02-23,single
ALB173127,Lo Sto Facendo,2016-09-06,single
ALB154184,Tradimento 10 Anni - Reloaded,2016-06-10,album
ALB473096,Nella fossa,2014-04-03,single
ALB601074,Pizzicato,2017-05-05,album
ALB998682,Chi Vuole Essere Fabri Fibra ?,2009-04-10,album
ALB253606,Che Gusto C'è (feat. Tredici Pietro),2025-05-23,single
ALB585233,Casus Belli,2013-02-05,album
ALB605480,Faccio Quello Che Voglio,2007-01-01,album
ALB299343,Controcultura (Bonus Track Version),2010-09-07,album
ALB954689,Fenomeno (Masterchef EP),2017-11-17,single
ALB658240,Tarantelle,2019-05-03,album
ALB108306,Hip Hop (Remix),2018-05-01,single
ALB758817,Adorazione (Colonna sonora della serie Netflix),2024-11-22,album
ALB543270,STREET ABBRONZATISSIMA Urban Hits Estive Rap Italiano Game Over,2024-10-25,compilation
ALB269949,Stupidi (feat. Papa V & Nerissima Serpe),2025-06-13,single
ALB398536,Zelensky (Red Bull 64 Bars),2025-05-13,single
ALB554982,SCAPPA,2008-06-16,single
ALB504051,Lettera Q,2024-11-22,album
ALB968070,16 Punti Di Sutura,2005-01-01,album
ALB682065,Il mio lato peggiore,2025-05-16,album
ALB258447,...In teoria,2001-03-02,album
ALB900415,L'Italiano Balla,2012-07-01,single
ALB829014,Non Dormire,2005-01-01,album
ALB335128,Hip Hop Street Party Vol. 2,2009-01-01,compilation
ALB821645,Supereroi,2017-02-17,album
ALB851184,SANTANA MONEY GANG,2025-04-10,album
ALB874883,Libertà,2019-08-30,album
ALB497603,SignorHunt,2015-10-23,album
ALB268402,O' mare 'e o' sole,2011-12-17,single
ALB166471,Kevvuo',2017-04-28,single
ALB313199,Poeta Urbano,2013-06-25,album
ALB708406,Inferno 9,2016-06-10,album
ALB207752,Rivoluzione,2021-11-05,album
ALB639118,'A verità,2014-03-24,album
ALB644511,Cuore Rotto (feat. Gemitaiz),2019-03-29,single
ALB213850,Invece no,2017-11-21,single
ALB247267,A Un Passo Dalla Luna,2020-07-03,single
ALB208512,bellodrama,2023-03-24,album
ALB375537,Niente da bere,2017-06-09,single
ALB625733,Tutte'e parole,2018-11-23,single
ALB244718,'A verità 2.0,2014-11-04,album
ALB431546,Fammi scendere,2018-09-21,single
ALB285580,Un bacio all'improvviso,2021-06-04,single
ALB283848,Arrivano i prof (Original Soundtrack),2018-04-20,single
ALB579476,SPIRAGLIO DI PERIFERIA (RELOADED),2024-11-29,album
ALB800856,SignorHunt - Wake Up Edition,2016-03-04,album
ALB275164,RAGAZZO DI GIÙ,2025-04-25,album
ALB962142,MILLE VOTE ANCORA,2025-02-12,single
ALB401713,Non litighiamo più,2023-03-31,single
ALB271541,Pe' vula' nata vota,2023-03-29,single
ALB910372,PUSH!,2024-07-26,single
ALB814088,Un beso de improviso,2021-06-18,single
ALB139551,Musica Italiana,2024-04-05,single
ALB963729,A' vita senz' e te (Me fa paura),2022-11-04,single
ALB159261,Nu juorno buono,2014-02-17,single
ALB285874,Solo quiero dedicarte,2022-04-08,single
ALB483606,Burning Sands,2025-01-17,single
ALB891396,Caramelo,2022-07-29,single
ALB360424,Ciao Fibra,2007-07-27,single
ALB265582,1THOUSAND,2025-05-30,single
ALB543755,Farsi del male,2025-05-23,single
ALB902083,Parole,2004-01-01,album
ALB582044,M-theory,2014-04-22,album
ALB933779,Realtà aumentata,2016-11-04,album
ALB102546,Anni senza fine,2008-07-29,album
ALB544120,Struggle Music,2013-12-02,album
ALB843175,Sacrosanto,2023-05-26,album
ALB458363,La scatola nera,2012-02-22,album
ALB711897,L'universo non esiste,2019-04-12,album
ALB716232,Dentro La Mia Mente,2022-12-02,album
ALB181744,Traccia Uno,2020-02-14,single
ALB208414,Demon Days,2005-05-23,album
ALB806261,Revolution Is Only Solution,2013-01-28,album
ALB554358,Containers,2024-10-10,album
ALB188707,VERTEBRE,2024-11-19,single
ALB448145,Se resteremo uguali,2025-03-28,single
ALB730179,LA BELLAVITA,2025-03-28,album
ALB945212,FACILE,2022-02-14,album
ALB720584,House Party,2022-11-03,album
ALB274510,Idee Chiare,2022-06-03,single
ALB462587,Fabiano detto Inoki,2005-10-19,album
ALB888172,MEDIOEGO,2021-01-15,album
ALB809909,"The Newkingztape, Vol. 1",2017-11-17,album
ALB454906,The Jazzness,2025-05-16,album
ALB711900,Nobiltà di strada,2007-02-16,album
ALB613345,NUOVO MEDIOEGO,2021-11-12,album
ALB828839,CAZZOMINOMINI,2023-07-06,single
ALB594195,4 MANI,2022-11-25,album
ALB868326,DE PUTA MADRE 3,2024-10-11,single
ALB931715,Basso profilo: The Mixtape,2016-12-25,album
ALB771897,Flusso di coscienza,2017-11-30,album
ALB230346,5° Dan,2017-11-01,album
ALB710557,L'antidoto,2014-02-05,album
ALB799896,SANTANA MONEY GANG,2025-04-10,album
ALB839947,"Balla Con Noi - Balli Di Gruppo, Vol. 1",2006-07-11,album
ALB281217,Freestyle Élite,2022-06-24,album
ALB193873,Cronache Di Resistenza,2017-01-01,album
ALB536988,MAGICAL 大橋純子の世界 III,1984-07-01,album
ALB832787,Immaginario,2019-09-27,single
ALB541461,La Pace È La Risposta,2024-02-16,single
ALB830814,Mr. Fini,2020-11-26,album
ALB724054,60 Hz,2004-01-07,album
ALB796867,Emanuel,2025-04-20,album
ALB473208,"MALAVITA, Pt. 2 / HeadShot, Vol. 3",2024-06-07,single
ALB577214,Educazione sabauda,2016-01-08,album
ALB817346,"Aquí No Pasa Nada (feat. King Dest, Favelas J Flus)",2018-01-01,single
ALB386117,Ferro del mestiere,2022-06-17,album
ALB691411,Leggenda da Bar,2023-12-15,single
ALB546427,Vinyl Days,2022-06-17,album
ALB122610,Cliente su Cliente,2007-11-27,album
ALB711197,Gioventù Bruciata,2019-02-22,album
ALB896239,Weekend 2017,2017-05-26,single
ALB158157,Rock On,2025-03-21,album
ALB735358,Tropico Del Capricorno,2025-01-10,album
ALB177259,Stallone,2023-03-08,album
ALB977483,XDVR Reloaded,2015-11-23,album
ALB141829,Profondo rosso,2011-03-08,album
ALB296013,Hermes Sound-Effect Ringt1 & Alert Collection Vol.1,2015-09-15,album
ALB894247,Rap Game: Aggressiva,2019-11-28,single
ALB896863,SANTANA MONEY GANG,2025-04-10,album
ALB108502,Dom Reality Sessions 2,2024-04-19,single
ALB949051,L'Amore non è un Hobby,2021-10-22,single
ALB959349,Na vot e pe semp,2011-09-02,album
ALB960668,Live in the Al Mukawama Experiment 3,2007-06-19,album
ALB794349,El Party,2017-06-08,single
ALB924881,17,2020-09-18,album
ALB383783,Club Dogo,2024-01-12,album
ALB881772,FAME,2025-01-31,album
ALB301029,Fuori Da Qui,2016-04-22,album
ALB145179,Musica Commerciale,2013-01-01,album
ALB344729,Ferro del mestiere,2022-06-17,album
ALB673408,Bandita,2018-06-29,single
ALB477977,Entertainer,2018-05-25,album
ALB113573,MMMH,2018-02-23,single
ALB410201,6 del mattino (feat. Brancar),2019-06-28,single
ALB191893,Non sentiamoci più,2018-11-16,single
ALB661128,L'ultimo tango,2015-09-01,album
ALB562883,Guilty,2010-01-01,album
ALB887795,Ubbidirò,2011-05-03,single
ALB533055,MI Fist (2004 Remaster),2003-01-03,album
ALB673880,L'ora d'aria,2008-01-11,album
ALB306155,Heist of The Century,1998-11-17,album
ALB566325,Oh My Doll - EP,2017-10-19,single
ALB952383,Que Pasa,2018-04-10,single
ALB562552,Orologi (prod. Strage e Lazza),2020-03-11,single
ALB282777,Sulle Nuvole (prod. Low Kidd & Young Miles),2020-01-16,single
ALB699656,Struggle,2016-01-29,album
ALB682816,187,2018-01-16,single
ALB181771,Molly (prod. Strage),2020-04-08,single
ALB954817,Le Mie Ultime Parole (feat. Doll Kill),2025-04-25,single
ALB585235,Grand Notorious,2018-05-30,single
ALB470318,Amore Odio,2022-10-28,single
ALB843701,The Million Dollar Backpack,2008-07-22,album
ALB798387,100 Giga,2024-11-15,single
ALB566514,Opaca,2025-04-11,single
ALB933729,G,2025-05-30,single
ALB843572,Nena - A COLORS SHOW,2020-09-10,single
ALB263083,Barrio,2019-12-06,single
ALB766593,Love Is Not Hard To Find (from the Amazon Original Movie Hotel Transylvania: Transformania),2022-01-14,single
ALB927529,Mascarade (feat. Lous and The Yakuza),2022-01-28,single
ALB641402,KI-KI,2022-05-06,single
ALB629204,Se Acabó (feat. Mozart La Para),2021-02-05,single
ALB283820,YOU (feat. Damian Marley),2021-08-06,single
ALB460955,Instinto,2021-11-19,single
ALB462964,Herrera,2023-02-10,single
ALB993609,El Diablo,2020-10-30,single
ALB222412,YA,2021-05-28,single
ALB199673,La Puerta,2023-05-19,single
ALB847364,Memory,2018-05-18,album
ALB978792,62 Bars,2020-11-16,single
ALB135524,GARA 7,2023-06-16,album
ALB430461,Fantastica illusione,2014-03-18,album
ALB357044,Orgoglio,2012-09-28,album
ALB887756,Music City Murder Ballad,2022-10-31,single
ALB871328,L.U.N.A.,2015-03-24,album
ALB413487,Lasciateci la fantasia,2017-04-21,album
ALB511573,Vado Via,2024-07-10,single
ALB489164,TUTTA VITA,2024-10-25,album
ALB899427,Salvatore Vive,2022-10-27,album
ALB689692,DRAFT,2023-09-15,album
ALB617075,Intercontinental,2025-02-21,album
ALB622883,Zero Kills,2014-11-11,album
ALB766487,Hellvisback,2016-02-05,album
ALB226622,Napoli Manicomio,2006-08-09,album
ALB270720,Cmonnn (Hit It One Time)(feat. Lay Bankz),2022-03-11,single
ALB977628,Inflammable Material,1979-01-01,album
ALB967733,The Island Chainsaw Massacre,2011-02-01,album
ALB572486,RADIO SAKURA,2024-03-08,album
ALB931878,Radio Gotham,2023-01-20,album
ALB598624,fuorilegge,2025-02-12,single
ALB815963,radio vega,2025-03-14,album
ALB258459,Villain,2022-04-14,single
ALB371917,Geisha,2016-10-14,single
ALB258498,GANGSTA LOVE,2021-11-12,single
ALB116430,GOODBYE,2020-07-24,single
ALB993009,Il Diavolo Piange,2020-05-01,single
ALB199982,Tropico Del Capricorno,2025-01-10,album
ALB564628,COMO UN TRUENO,2024-08-30,single
ALB993353,Kitty Kitty,2017-04-07,single
ALB599272,Get the Fuck Out of My Pool,2016-07-22,single
ALB417556,Don't Call the Po-Po,2017-07-28,single
ALB896049,Bundy,2020-04-21,single
ALB762789,Blade of the Ronin (Deluxe Edition),2015-03-03,album
ALB933530,victoria's secret (feat. Tony Effe),2025-05-30,single
ALB265238,SWOOP!,2019-07-26,single
ALB705791,Sneakers,2019-11-27,single
ALB224668,That's What I'm Talking About,2011-01-18,single
ALB481792,Jack Di Fiori,2022-05-13,album
ALB550579,SCUSATE IL RITARDO,2024-09-11,album
ALB704558,GIOVANE RONDO,2020-10-16,album
ALB833546,Reanimation,2002-01-01,album
ALB178887,MOVIE (feat. Central Cee),2021-02-26,single
ALB827396,DUBAI,2021-04-23,single
ALB826062,SHAWTY (feat. Sacky),2021-09-16,single
ALB321368,Boyka,2022-11-25,single
ALB817689,STURDY,2022-04-29,single
ALB815589,BIRKIN (feat. Rondodasosa),2022-03-25,single
ALB861562,CHINGA (feat. Simba La Rue),2022-01-21,single
ALB870480,Free Samy,2020-01-10,single
ALB571737,Collaborations,2002-01-01,album
ALB239195,Leggenda,2020-04-29,single
ALB486401,TRENCHES BABY,2023-03-10,album
ALB561573,NEW YORK,2023-03-10,single
ALB372494,MANDANTE,2024-08-30,single
ALB676986,"Revolutionary, Vol. 1",2001-09-14,album
ALB664649,BABA,2024-12-06,single
ALB932341,SOLO/ALONE,2021-06-25,single
ALB767270,Ordinary,2025-02-07,single
ALB223421,CHIARA,2023-06-07,single
ALB611599,WE ON EM (feat. NLE Choppa),2023-05-17,single
ALB551677,BLUE TAPE,2024-04-05,album
ALB989795,Face to face 2,2024-01-19,single
ALB746746,READY 4 WAR (feat. Artie 5ive),2023-02-02,single
ALB673782,GHETTO,2025-01-07,single
ALB935637,PACK A PUNCH FREESTYLE,2024-02-08,single
ALB803714,Giù,2022-07-01,album
ALB839093,SSG,2023-11-10,single
ALB928283,MOTIVATION 4 THE STREETZ,2023-12-08,album
ALB727039,cuando pienso en ti,2025-06-05,compilation
ALB671512,c@ra++ere s?ec!@le,2022-09-30,album
ALB483583,Spotify Singles,2019-04-17,single
ALB477736,BV3,2020-10-02,album
ALB468241,PRETTY GANGSTA (feat. Margola),2025-02-14,single
ALB375391,Caerle,2024-01-19,single
ALB969148,Business Class,2023-03-24,single
ALB878122,SANTANA MONEY GANG,2025-04-10,album
ALB727227,Another One,2024-06-18,single
ALB537561,La Divina Commedia,2023-06-02,album
ALB428880,Rock Festival Hits,2025-06-11,compilation
ALB343641,Show Me Love,2025-02-07,single
ALB145344,Ei8ht Mile,2020-01-17,album
ALB723489,Potere,2018-06-29,album
ALB903831,Rap na Feels,2023-02-24,album
ALB922414,23,2022-02-25,album
ALB611739,R.O.O.T.S. (Route of Overcoming the Struggle),2009-03-23,album
ALB471107,Rockstar,2018-01-19,album
ALB400423,Sfera Ebbasta,2016-09-09,album
ALB342666,Famoso,2021-02-12,album
ALB254691,SANTANA MONEY GANG,2025-04-10,album
ALB281463,X2VR,2023-11-17,album
ALB732253,XDVR Reloaded,2015-11-23,album
ALB426199,Dexter,2017-03-10,single
ALB201846,Blunt & Sprite,2016-01-20,single
ALB269248,Rockstar (Popstar Edition),2018-11-30,album
ALB414096,OGNT,2015-03-03,single
ALB802636,Mademoiselle,2019-03-12,single
ALB173234,Rockstar (International Version),2018-01-19,album
ALB513874,Orange County California,2017-01-13,album
ALB157944,Capitán,2023-05-26,single
ALB902275,Hexen,2018-04-09,single
ALB173459,Entro in pass,2016-09-16,album
ALB448355,Crack Musica,2016-03-10,album
ALB776150,MIO FRATELLO,2022-10-20,single
ALB579373,Hot Labor Summer 2,2024-09-20,single
ALB874653,ULTIMA CENA,2022-12-23,single
ALB803420,MARTIRE,2024-06-07,album
ALB630575,Machika (Remix),2018-05-31,single
ALB598026,Orange,2023-04-06,single
ALB911464,Mezzanotte,2017-09-22,album
ALB346809,ORCHIdee,2014-05-27,album
ALB432291,Rose viola,2019-02-06,single
ALB212244,Qualcosa è cambiato,2012-12-25,album
ALB891200,Il Mondo Gira,2022-12-16,album
ALB378202,La rivincita dei buoni,2007-09-15,album
ALB940952,"Red Bull 64 Bars, The Album",2021-05-27,compilation
ALB558327,MM Vol. 2,2016-11-11,album
ALB571610,Scritto Nelle Stelle,2020-04-24,album
ALB443736,Ego & Alter Ego,2024-06-17,album
ALB498103,Nonostante Tutto,2016-01-22,album
ALB777501,Criminale emozionale,2018-06-15,single
ALB437670,Musica che non si tocca,2010-11-01,album
ALB828695,Rose viola Pt. 2,2019-02-22,single
ALB846163,SIRIO,2022-04-07,album
ALB577485,E Vissero Feriti E Contenti,2021-03-19,album
ALB319373,Errare umano,2018-11-14,album
ALB208683,Persona,2019-10-31,album
ALB387186,Una cosetta così,2025-01-10,album
ALB831170,a me mi piace (feat. Manu Chao),2025-05-09,single
ALB428392,POV,2024-10-25,single
ALB770628,Bonus Track,2024-07-12,single
ALB914097,Gemelli,2020-06-18,album
ALB595341,Per la mia gente / For my people,2012-10-29,album
ALB101266,"wer nicht fühlen will, muss hören",2019-08-30,album
ALB535938,LA BELLAVITA,2025-03-28,album
ALB481274,Solo per cambiare il mondo,2012-11-26,album
ALB974565,Telepatia (Hoodtrap),2025-05-01,single
ALB309096,Il mio lato peggiore,2025-05-16,album
ALB232234,Soulvillians,2006-09-09,compilation
ALB510422,DOOM,2021-10-29,album
ALB239943,Hip Hop M.E.I. 5.1,2011-11-15,compilation
ALB661595,FINALMENTE,2023-10-13,album
ALB275546,La maggior parte,2020-10-30,album
ALB944174,Rockstar,2018-01-19,album
ALB315062,Ligabue [Remastered Version],1990-01-01,album
ALB750303,Ghettolimpo,2021-06-10,album
ALB196232,MILLE VOTE ANCORA,2025-02-12,single
ALB430351,Mediterraneo,2025-06-06,album
ALB683784,Peace & Love,2018-05-04,single
ALB578601,Vola alto,2015-09-23,single
ALB638869,Splende,2015-02-12,album
ALB438930,Tonica & Dominante,1979-01-01,single
ALB558389,Azoto,2024-10-17,single
ALB738671,Acquario,2019-05-24,album
ALB928542,Suicidol,2015-05-26,album
ALB137025,La mia compilation (Colonna sonora originale della serie TV),2010-01-01,album
ALB354041,Trap Lovers,2019-03-01,album
ALB599687,Bella Lucio,2015-09-25,compilation
ALB809833,"Best Seller Compilation, Vol. 1 & 2",2008-01-08,compilation
ALB645808,O Espetáculo do Circo dos Horrores,2006-06-06,album
ALB846367,TUTTA VITA,2024-10-25,album
ALB222001,Prisoner 709,2017-09-15,album
ALB609517,SWEET LIFE,2025-06-15,single
ALB810015,Requiem,2017-11-30,album
ALB385998,Vibras para el Día del Padre 2025,2025-06-15,compilation
ALB859459,Caos,2022-03-18,album
ALB244597,Guerra fra poveri,2006-11-17,album
ALB435400,Le cose cambiano,2023-12-01,album
ALB299763,decrescendo.,2025-05-22,album
ALB721969,10,2023-06-29,album
ALB683276,Purgatorium,2021-10-28,album
ALB273230,SANTANA MONEY GANG,2025-04-10,album
ALB444201,Toast to Our Differences (Deluxe Edition),2019-01-25,album
ALB335124,PAINSTAR (The Mixtape),2025-03-28,album
ALB983076,Domani smetto,2002-03-22,album
ALB120943,PROTOMARANZA,2024-05-10,album
ALB874574,Messa Di Vespiri,1997-02-25,album
ALB549740,Strade Di Citta,1993-02-25,album
ALB433564,Italiano medio,2003-11-04,album
ALB559816,Così Com' è,1996-05-14,album
ALB746982,UN BEL VIAGGIO,2023-02-09,single
ALB906997,Nessuno,1998-05-07,album
ALB527573,CLASSICO,2023-10-27,single
ALB587577,BLAH! (x5) (feat. Massimo Pericolo),2024-08-05,single
ALB962325,Perché Si,1999-12-20,album
ALB900914,Greatest Hits,2000-11-17,compilation
ALB534430,La riconquista del forum (Live),2004-11-12,album
ALB921332,FILOSOFIA DEL FUCK-OFF,2023-04-28,single
ALB784582,4 x 4,2000-10-26,album
ALB669576,Così com'è LEGACY EDITION,2021-11-12,album
ALB193064,È Natale (Ma io non ci sto dentro),1993-12-25,single
ALB210992,Così e cosà,1997-01-01,single
ALB342028,2030,1996-01-01,single
ALB546705,Il funkytarro,1996-01-01,single
ALB267231,Neffa E I Messaggeri Della Dopa,1996-01-01,album
ALB316472,Chico Pisco,1999-01-01,single
ALB266623,107 Elementi,1998-01-01,album
ALB172256,Guerra E Pace,2013-01-01,album
ALB294755,Alla Fine Della Notte,2007-06-01,album
ALB891046,"Aggio Perzo 'o Suonno (feat. Coez, prod. TY1)",2021-02-12,single
ALB359969,Arrivi E Partenze,2001-01-01,album
ALB624332,Sognando Contromano,2009-06-01,album
ALB468981,Molto calmo,2013-12-11,album
ALB349430,Canerandagio - Parte 1,2025-04-18,album
ALB714007,FoglieMorte (feat. Fabri Fibra),2024-04-12,single
ALB946793,"I Molteplici Mondi Di Giovanni, Il Cantante Neffa",2003-01-01,album
ALB399186,Resistenza (Edizione speciale),2015-01-01,album
ALB318626,Le Dimensioni Del Mio Caos,2008-01-01,album
ALB265281,SANTANA MONEY GANG,2025-04-10,album
ALB384136,AmarAmmore,2021-04-02,album
ALB232321,Le Ore Piccole,2004-03-07,single
ALB491725,Saturno Contro (Original Motion Picture Soundtrack),2007-06-01,album
ALB405790,Diário de Bordo,2017-02-03,single
ALB891300,Vanagloria,2023-09-29,album
ALB690175,Busta Flex,1998-02-02,album
ALB473291,Mowgli,2018-03-02,album
ALB411579,Wasabi 2.0,2017-05-19,single
ALB950840,Orange County California,2017-01-13,album
ALB566424,Vita Vera Mixtape,2020-06-05,album
ALB669407,La Divina Commedia,2023-06-02,album
ALB463090,"Vita Vera - Mixtape, aspettando la Divina Commedia",2020-06-12,album
ALB557227,Elisir,2019-06-07,single
ALB887657,2020 Freestyle,2021-01-07,single
ALB908050,SANTANA MONEY GANG,2025-04-10,album
ALB785910,Don't Panic,2021-05-05,album
ALB407062,La Divina Commedia (Deluxe),2024-05-24,album
ALB457335,Il coraggio nei piedi,2014-01-06,album
ALB306151,Sogni di Strada,2018-04-30,album
ALB362224,X2VR,2023-11-17,album
ALB409229,I Nomi del Diavolo,2024-03-01,album
ALB878704,Going Hard 3,2024-12-06,album
ALB483456,In LA We Trust,2014-04-08,album
ALB460744,Mediterraneo,2025-06-06,album
ALB777073,Too Clean,2025-06-13,album
ALB834430,Ecce Homo,2015-04-20,album
ALB584928,LA BELLAVITA,2025-03-28,album
ALB583054,Suicidol,2015-05-26,album
ALB953663,A Brand You Can Trust,2009-07-07,album
ALB204080,Piangere a 90,2025-05-08,single
ALB715621,Rattle And Hum,1988-10-10,album
ALB369666,Who's It Gonna Be?,2020-09-30,single
ALB860728,Dissmantle,2020-10-25,single
ALB848666,The Unfolding,2018-04-20,album
ALB968207,Shady Nate is Mobb Marley,2010-11-23,album
ALB873848,Prisoner 709,2017-09-15,album
ALB565351,Exuvia,2021-05-06,album
ALB832629,Museica,2014-01-01,album
ALB166650,Verità Supposte,2003-01-01,album
ALB101687,Le Dimensioni Del Mio Caos,2008-01-01,album
ALB548549,Habemus Capa,2006-01-01,album
ALB414340,Il Sogno Eretico,2011-01-01,album
ALB374975,?!,2000-01-01,album
ALB527875,The Rockers,2016-08-26,album
ALB692464,Il mio lato peggiore,2025-05-16,album
ALB766264,Habitat Cielo,2023-03-31,album
ALB559287,a me mi piace (feat. Manu Chao),2025-05-09,single
ALB909626,Il Dialogo Sta Nei Dettagli,2024-02-02,album
ALB212392,Studio Collection,1998-01-01,album
ALB349963,Antologia della Cameretta,2017-06-03,album
ALB829945,Per Me,2025-04-09,single
ALB800190,Non E' Gratis,2012-01-01,album
ALB639884,post mortem,2025-04-10,album
ALB746708,Sick Side,2018-01-05,album
ALB820535,Bugiardo,2007-01-01,album
ALB805182,Vengo Dalla Luna,2004-01-01,single
ALB913809,Mr. Simpatia,2004-09-01,album
ALB639165,Nicolás,2022-02-25,album
ALB360154,MBAPPÉ,2025-03-14,single
ALB754042,Bruno Lauzi e il Club Tenco,2008-01-01,album
ALB538985,Camera a Sud (2018 Remaster),1992-06-15,album
ALB861567,Noord Africano,2025-04-11,single
ALB208852,TUTTA VITA,2024-10-25,album
ALB973935,ASTROWORLD,2018-08-03,album
ALB182629,Il limite valicabile,2015-03-10,album
ALB793617,Fenomeno,2017-04-07,album
ALB914260,Santeria,2016-06-24,album
ALB749746,Ti Sento,2023-10-27,single
ALB529871,DI TUTTI,2025-04-01,single
ALB652259,piango glitter,2025-06-12,compilation
ALB507025,CHIARA,2024-09-23,single
ALB534814,Non Basta Mai (feat. Bresh & Tony Effe),2025-06-13,single
ALB781982,64 BARRE DI VERITÀ (Red Bull 64 Bars),2024-09-19,single
ALB871402,Untouchable,2021-11-26,album
ALB155169,ICON,2024-12-09,album
ALB514986,BOSS,2023-03-24,single
ALB982337,Containers,2024-10-10,album
ALB331138,DAMME 'NA MANO,2025-02-12,single
ALB486940,Bassotto,2019-10-24,single
ALB930332,Il mio lato peggiore,2025-05-16,album
ALB778521,Foto di gruppo,1998-08-01,album
ALB145711,"Street Collection, Vol. 1 (2019 Remastered)",2019-09-27,compilation
ALB100033,Classe 73,2003-01-01,album
ALB671921,Thank Bax it's Friday,2017-10-06,single
ALB178352,Mia Maestà,2017-03-31,album
ALB909758,Pokoflow,2017-12-15,single
ALB647978,Guarda In Cielo,2013-11-01,album
ALB520648,Musica che non si tocca,2010-11-01,album
ALB948497,L'Ultimo Testimone,2004-01-01,album
ALB241207,Tutti a casa,2011-11-01,album
ALB720942,Ogni maledetto giorno (Deluxe Edition),2017-09-01,album
ALB779027,Contro gli estimatori,1996-08-01,album
ALB697589,Sushi - EP,2007-11-13,single
ALB293904,Poi dopo cosa?,2018-06-15,single
ALB932114,Stanno tutti bene,2012-02-14,album
ALB334349,Background,2002-01-01,album
ALB639004,Rapper Italiano,2001-01-01,album
ALB875102,HATE,2005-09-01,album
ALB475750,"Street Collection, Vol. 2 (2008 Remastered)",2019-10-25,compilation
ALB580359,L'uomo senza qualità (Rayden a.k.a Faccia d'Angelo),2012-05-22,album
ALB874268,Shhh!,2017-03-03,single
ALB925519,I Got Next,1997-05-20,album
ALB309988,Classico,2000-01-01,album
ALB916617,Beni Bilmiyorsun,2014-05-28,single
ALB751793,Re Senza Trono,1994-01-01,single
ALB776858,Hanno ucciso l'Uomo Ragno (2012),2012-06-12,album
ALB365809,Prima di Partire,2004-01-01,album
ALB573287,"Machete Mixtape, Vol. 3",2014-09-23,compilation
ALB189883,Champagne e spine,2010-01-01,album
ALB668841,2/3 - EP,2020-06-05,single
ALB636978,Dead poets,2016-12-20,album
ALB909448,Il Sogno Eretico,2011-01-01,album
ALB280981,Per la mia gente / For my people,2012-10-29,album
ALB255053,Cose dell'Altro Mondo,2012-10-02,album
