album_id,title,release_date,album_type
AL000579,Hip Hop (Remix),2018-05-01,single
AL000580,Adorazione (Colonna sonora della serie Netflix),2024-11-22,album
AL000581,STREET ABBRONZATISSIMA Urban Hits Estive Rap Italiano Game Over,2024-10-25,compilation
AL000582,Stupidi (feat. Papa V & Nerissima Serpe),2025-06-13,single
AL000583,Zelensky (Red Bull 64 Bars),2025-05-13,single
AL000584,SCAPPA,2008-06-16,single
AL000585,16 Punti Di Sutura,2005-01-01,album
AL000586,...In teoria,2001-03-02,album
AL000587,L'Italiano Balla,2012-07-01,single
AL000588,Non Dormire,2005-01-01,album
AL000589,Hip Hop Street Party Vol. 2,2009-01-01,compilation
AL000590,Supereroi,2017-02-17,album
AL000591,Libertà,2019-08-30,album
AL000592,SignorHunt,2015-10-23,album
AL000593,O' mare 'e o' sole,2011-12-17,single
AL000594,Kevvuo',2017-04-28,single
AL000595,Poeta Urbano,2013-06-25,album
AL000596,Inferno 9,2016-06-10,album
AL000597,Rivoluzione,2021-11-05,album
AL000598,'A verità,2014-03-24,album
AL000599,Cuore Rotto (feat. Gemitaiz),2019-03-29,single
AL000600,Invece no,2017-11-21,single
AL000601,A Un Passo Dalla Luna,2020-07-03,single
AL000602,bellodrama,2023-03-24,album
AL000603,Niente da bere,2017-06-09,single
AL000604,Tutte'e parole,2018-11-23,single
AL000605,'A verità 2.0,2014-11-04,album
AL000606,Fammi scendere,2018-09-21,single
AL000607,Un bacio all'improvviso,2021-06-04,single
AL000608,Arrivano i prof (Original Soundtrack),2018-04-20,single
AL000609,SPIRAGLIO DI PERIFERIA (RELOADED),2024-11-29,album
AL000610,SignorHunt - Wake Up Edition,2016-03-04,album
AL000611,RAGAZZO DI GIÙ,2025-04-25,album
AL000612,MILLE VOTE ANCORA,2025-02-12,single
AL000613,Non litighiamo più,2023-03-31,single
AL000614,Pe' vula' nata vota,2023-03-29,single
AL000615,PUSH!,2024-07-26,single
AL000616,Un beso de improviso,2021-06-18,single
AL000617,Musica Italiana,2024-04-05,single
AL000618,A' vita senz' e te (Me fa paura),2022-11-04,single
AL000619,Nu juorno buono,2014-02-17,single
AL000620,Solo quiero dedicarte,2022-04-08,single
AL000621,Burning Sands,2025-01-17,single
AL000622,Caramelo,2022-07-29,single
AL000623,1THOUSAND,2025-05-30,single
AL000624,Farsi del male,2025-05-23,single
AL000625,Parole,2004-01-01,album
AL000626,M-theory,2014-04-22,album
AL000627,Realtà aumentata,2016-11-04,album
AL000628,Anni senza fine,2008-07-29,album
AL000629,Struggle Music,2013-12-02,album
AL000630,Sacrosanto,2023-05-26,album
AL000631,La scatola nera,2012-02-22,album
AL000632,L'universo non esiste,2019-04-12,album
AL000633,Dentro La Mia Mente,2022-12-02,album
AL000634,Traccia Uno,2020-02-14,single
AL000635,Demon Days,2005-05-23,album
AL000636,Revolution Is Only Solution,2013-01-28,album
AL000637,VERTEBRE,2024-11-19,single
AL000638,Se resteremo uguali,2025-03-28,single
AL000639,FACILE,2022-02-14,album
AL000640,House Party,2022-11-03,album
AL000641,Idee Chiare,2022-06-03,single
AL000642,Fabiano detto Inoki,2005-10-19,album
AL000643,MEDIOEGO,2021-01-15,album
AL000644,The Jazzness,2025-05-16,album
AL000645,Nobiltà di strada,2007-02-16,album
AL000646,NUOVO MEDIOEGO,2021-11-12,album
AL000647,CAZZOMINOMINI,2023-07-06,single
AL000648,4 MANI,2022-11-25,album
AL000649,Basso profilo: The Mixtape,2016-12-25,album
AL000650,Flusso di coscienza,2017-11-30,album
AL000651,5° Dan,2017-11-01,album
AL000652,L'antidoto,2014-02-05,album
AL000653,"Balla Con Noi - Balli Di Gruppo, Vol. 1",2006-07-11,album
AL000654,Cronache Di Resistenza,2017-01-01,album
AL000655,MAGICAL 大橋純子の世界 III,1984-07-01,album
AL000656,Immaginario,2019-09-27,single
AL000657,La Pace È La Risposta,2024-02-16,single
AL000658,Emanuel,2025-04-20,album
AL000659,"MALAVITA, Pt. 2 / HeadShot, Vol. 3",2024-06-07,single
AL000660,Educazione sabauda,2016-01-08,album
AL000661,"Aquí No Pasa Nada (feat. King Dest, Favelas J Flus)",2018,single
AL000662,Ferro del mestiere,2022-06-17,album
AL000663,Leggenda da Bar,2023-12-15,single
AL000664,Vinyl Days,2022-06-17,album
AL000665,Cliente su Cliente,2007-11-27,album
AL000666,Weekend 2017,2017-05-26,single
AL000667,Rock On,2025-03-21,album
AL000668,Stallone,2023-03-08,album
AL000669,XDVR Reloaded,2015-11-23,album
AL000670,Profondo rosso,2011-03-08,album
AL000671,Hermes Sound-Effect Ringt1 & Alert Collection Vol.1,2015-09-15,album
AL000672,Rap Game: Aggressiva,2019-11-28,single
AL000673,Dom Reality Sessions 2,2024-04-19,single
AL000674,L'Amore non è un Hobby,2021-10-22,single
AL000675,Na vot e pe semp,2011-09-02,album
AL000676,Live in the Al Mukawama Experiment 3,2007-06-19,album
AL000677,El Party,2017-06-08,single
AL000678,17,2020-09-18,album
AL000679,FAME,2025-01-31,album
AL000680,Fuori Da Qui,2016-04-22,album
AL000681,Musica Commerciale,2013-01-01,album
AL000682,Bandita,2018-06-29,single
AL000683,MMMH,2018-02-23,single
AL000684,6 del mattino (feat. Brancar),2019-06-28,single
AL000685,Non sentiamoci più,2018-11-16,single
AL000686,L'ultimo tango,2015-09-01,album
AL000687,Ubbidirò,2011-05-03,single
AL000688,L'ora d'aria,2008-01-11,album
AL000689,Heist of The Century,1998-11-17,album
AL000690,Oh My Doll - EP,2017-10-19,single
AL000691,Que Pasa,2018-04-10,single
AL000692,Orologi (prod. Strage e Lazza),2020-03-11,single
AL000693,Sulle Nuvole (prod. Low Kidd & Young Miles),2020-01-16,single
AL000694,Struggle,2016-01-29,album
AL000695,187,2018-01-16,single
AL000696,Molly (prod. Strage),2020-04-08,single
AL000697,Le Mie Ultime Parole (feat. Doll Kill),2025-04-25,single
AL000698,Grand Notorious,2018-05-30,single
AL000699,Amore Odio,2022-10-28,single
AL000700,The Million Dollar Backpack,2008-07-22,album
AL000701,100 Giga,2024-11-15,single
AL000702,Opaca,2025-04-11,single
AL000703,G,2025-05-30,single
AL000704,Nena - A COLORS SHOW,2020-09-10,single
AL000705,Love Is Not Hard To Find (from the Amazon Original Movie Hotel Transylvania: Transformania),2022-01-14,single
AL000706,Mascarade (feat. Lous and The Yakuza),2022-01-28,single
AL000707,KI-KI,2022-05-06,single
AL000708,Se Acabó (feat. Mozart La Para),2021-02-05,single
AL000709,YOU (feat. Damian Marley),2021-08-06,single
AL000710,Instinto,2021-11-19,single
AL000711,Herrera,2023-02-10,single
AL000712,El Diablo,2020-10-30,single
AL000713,YA,2021-05-28,single
AL000714,La Puerta,2023-05-19,single
AL000715,Memory,2018-05-18,album
AL000716,62 Bars,2020-11-16,single
AL000717,GARA 7,2023-06-16,album
AL000718,Fantastica illusione,2014-03-18,album
AL000719,Orgoglio,2012-09-28,album
AL000720,Music City Murder Ballad,2022-10-31,single
AL000721,L.U.N.A.,2015-03-24,album
AL000722,Lasciateci la fantasia,2017-04-21,album
AL000723,Vado Via,2024-07-10,single
AL000724,Salvatore Vive,2022-10-27,album
AL000725,DRAFT,2023-09-15,album
AL000726,Intercontinental,2025-02-21,album
AL000727,Zero Kills,2014-11-11,album
AL000728,Hellvisback,2016-02-05,album
AL000729,Cmonnn (Hit It One Time)(feat. Lay Bankz),2022-03-11,single
AL000730,Inflammable Material,1979,album
AL000731,The Island Chainsaw Massacre,2011-02-01,album
AL000732,RADIO SAKURA,2024-03-08,album
AL000733,Radio Gotham,2023-01-20,album
AL000734,radio vega,2025-03-14,album
AL000735,Villain,2022-04-14,single
AL000736,Geisha,2016-10-14,single
AL000737,GANGSTA LOVE,2021-11-12,single
AL000738,GOODBYE,2020-07-24,single
AL000739,Il Diavolo Piange,2020-05-01,single
AL000740,COMO UN TRUENO,2024-08-30,single
AL000741,Kitty Kitty,2017-04-07,single
AL000742,Get the Fuck Out of My Pool,2016-07-22,single
AL000743,"It's Snowing, Motherfucker",2019-12-09,single
AL000744,Don't Call the Po-Po,2017-07-28,single
AL000745,Bundy,2020-04-21,single
AL000746,Blade of the Ronin (Deluxe Edition),2015-03-03,album
AL000747,victoria's secret (feat. Tony Effe),2025-05-30,single
AL000748,SWOOP!,2019-07-26,single
AL000749,Sneakers,2019-11-27,single
AL000750,That's What I'm Talking About,2011-01-18,single
AL000751,Jack Di Fiori,2022-05-13,album
AL000752,SCUSATE IL RITARDO,2024-09-11,album
AL000753,GIOVANE RONDO,2020-10-16,album
AL000754,Reanimation,2002,album
AL000755,MOVIE (feat. Central Cee),2021-02-26,single
AL000756,DUBAI,2021-04-23,single
AL000757,SHAWTY (feat. Sacky),2021-09-16,single
AL000758,Boyka,2022-11-25,single
AL000759,STURDY,2022-04-29,single
AL000760,BIRKIN (feat. Rondodasosa),2022-03-25,single
AL000761,CHINGA (feat. Simba La Rue),2022-01-21,single
AL000762,Free Samy,2020-01-10,single
AL000763,Collaborations,2002-01-01,album
AL000764,Leggenda,2020-04-29,single
AL000765,TRENCHES BABY,2023-03-10,album
AL000766,NEW YORK,2023-03-10,single
AL000767,MANDANTE,2024-08-30,single
AL000768,"Revolutionary, Vol. 1",2001-09-14,album
AL000769,BABA,2024-12-06,single
AL000770,SOLO/ALONE,2021-06-25,single
AL000771,CHIARA,2023-06-07,single
AL000772,WE ON EM (feat. NLE Choppa),2023-05-17,single
AL000773,BLUE TAPE,2024-04-05,album
AL000774,Face to face 2,2024-01-19,single
AL000775,READY 4 WAR (feat. Artie 5ive),2023-02-02,single
AL000776,GHETTO,2025-01-07,single
AL000777,PACK A PUNCH FREESTYLE,2024-02-08,single
AL000778,SSG,2023-11-10,single
AL000779,MOTIVATION 4 THE STREETZ,2023-12-08,album
AL000780,cuando pienso en ti,2025-06-05,compilation
AL000781,Spotify Singles,2019-04-17,single
AL000782,PRETTY GANGSTA (feat. Margola),2025-02-14,single
AL000783,Caerle,2024-01-19,single
AL000784,Business Class,2023-03-24,single
AL000785,Another One,2024-06-18,single
AL000786,La Divina Commedia,2023-06-02,album
AL000787,Rock Festival Hits,2025-06-11,compilation
AL000788,Show Me Love,2025-02-07,single
AL000789,Ei8ht Mile,2020-01-17,album
AL000790,Potere,2018-06-29,album
AL000791,Rap na Feels,2023-02-24,album
AL000792,23,2022-02-25,album
AL000793,R.O.O.T.S. (Route of Overcoming the Struggle),2009-03-23,album
AL000794,Famoso,2021-02-12,album
AL000795,Dexter,2017-03-10,single
AL000796,Blunt & Sprite,2016-01-20,single
AL000797,Rockstar (Popstar Edition),2018-11-30,album
AL000798,OGNT,2015-03-03,single
AL000799,Mademoiselle,2019-03-12,single
AL000800,Rockstar (International Version),2018-01-19,album
AL000801,Orange County California,2017-01-13,album
AL000802,Capitán,2023-05-26,single
AL000803,Hexen,2018-04-09,single
AL000804,Entro in pass,2016-09-16,album
AL000805,Crack Musica,2016-03-10,album
AL000806,MIO FRATELLO,2022-10-20,single
AL000807,Hot Labor Summer 2,2024-09-20,single
AL000808,ULTIMA CENA,2022-12-23,single
AL000809,MARTIRE,2024-06-07,album
AL000810,Machika (Remix),2018-05-31,single
AL000811,Orange,2023-04-06,single
AL000812,Mezzanotte,2017-09-22,album
AL000813,ORCHIdee,2014-05-27,album
AL000814,Rose viola,2019-02-06,single
AL000815,Qualcosa è cambiato,2012-12-25,album
AL000816,Il Mondo Gira,2022-12-16,album
AL000817,La rivincita dei buoni,2007-09-15,album
AL000818,MM Vol. 2,2016-11-11,album
AL000819,Scritto Nelle Stelle,2020-04-24,album
AL000820,Ego & Alter Ego,2024-06-17,album
AL000821,Nonostante Tutto,2016-01-22,album
AL000822,Criminale emozionale,2018-06-15,single
AL000823,Musica che non si tocca,2010-11-01,album
AL000824,Rose viola Pt. 2,2019-02-22,single
AL000825,E Vissero Feriti E Contenti,2021-03-19,album
AL000826,Errare umano,2018-11-14,album
AL000827,Persona,2019-10-31,album
AL000828,Una cosetta così,2025-01-10,album
AL000829,POV,2024-10-25,single
AL000830,Bonus Track,2024-07-12,single
AL000831,Per la mia gente / For my people,2012-10-29,album
AL000832,"wer nicht fühlen will, muss hören",2019-08-30,album
AL000833,Solo per cambiare il mondo,2012-11-26,album
AL000834,Telepatia (Hoodtrap),2025-05-01,single
AL000835,Soulvillians,2006-09-09,compilation
AL000836,DOOM,2021-10-29,album
AL000837,Hip Hop M.E.I. 5.1,2011-11-15,compilation
AL000838,FINALMENTE,2023-10-13,album
AL000839,La maggior parte,2020-10-30,album
AL000840,Ligabue [Remastered Version],1990,album
AL000841,Mediterraneo,2025-06-06,album
AL000842,Peace & Love,2018-05-04,single
AL000843,Vola alto,2015-09-23,single
AL000844,Splende,2015-02-12,album
AL000845,Tonica & Dominante,1979-01-01,single
AL000846,Azoto,2024-10-17,single
AL000847,Acquario,2019-05-24,album
AL000848,Suicidol,2015-05-26,album
AL000849,La mia compilation (Colonna sonora originale della serie TV),2010-01-01,album
AL000850,Trap Lovers,2019-03-01,album
AL000851,Bella Lucio,2015-09-25,compilation
AL000852,"Best Seller Compilation, Vol. 1 & 2",2008-01-08,compilation
AL000853,O Espetáculo do Circo dos Horrores,2006-06-06,album
AL000854,Prisoner 709,2017-09-15,album
AL000855,SWEET LIFE,2025-06-15,single
AL000856,Requiem,2017-11-30,album
AL000857,Vibras para el Día del Padre 2025,2025-06-15,compilation
AL000858,Guerra fra poveri,2006-11-17,album
AL000859,decrescendo.,2025-05-22,album
AL000860,10,2023-06-29,album
AL000861,Purgatorium,2021-10-28,album
AL000862,Toast to Our Differences (Deluxe Edition),2019-01-25,album
AL000863,PAINSTAR (The Mixtape),2025-03-28,album
AL000864,Domani smetto,2002-03-22,album
AL000865,PROTOMARANZA,2024-05-10,album
AL000866,Messa Di Vespiri,1997-02-25,album
AL000867,Strade Di Citta,1993-02-25,album
AL000868,Italiano medio,2003-11-04,album
AL000869,Così Com' è,1996-05-14,album
AL000870,UN BEL VIAGGIO,2023-02-09,single
AL000871,Nessuno,1998-05-07,album
AL000872,CLASSICO,2023-10-27,single
AL000873,BLAH! (x5) (feat. Massimo Pericolo),2024-08-05,single
AL000874,Perché Si,1999-12-20,album
AL000875,Greatest Hits,2000-11-17,compilation
AL000876,La riconquista del forum (Live),2004-11-12,album
AL000877,FILOSOFIA DEL FUCK-OFF,2023-04-28,single
AL000878,4 x 4,2000-10-26,album
AL000879,Così com'è LEGACY EDITION,2021-11-12,album
AL000880,È Natale (Ma io non ci sto dentro),1993-12-25,single
AL000881,Così e cosà,1997-01-01,single
AL000882,2030,1996-01-01,single
AL000883,Il funkytarro,1996-01-01,single
AL000884,Neffa E I Messaggeri Della Dopa,1996-01-01,album
AL000885,Chico Pisco,1999-01-01,single
AL000886,107 Elementi,1998-01-01,album
AL000887,Alla Fine Della Notte,2007-06-01,album
AL000888,"Aggio Perzo 'o Suonno (feat. Coez, prod. TY1)",2021-02-12,single
AL000889,Arrivi E Partenze,2001-01-01,album
AL000890,Sognando Contromano,2009-06-01,album
AL000891,Molto calmo,2013-12-11,album
AL000892,Canerandagio - Parte 1,2025-04-18,album
AL000893,FoglieMorte (feat. Fabri Fibra),2024-04-12,single
AL000894,"I Molteplici Mondi Di Giovanni, Il Cantante Neffa",2003-01-01,album
AL000895,Resistenza (Edizione speciale),2015,album
AL000896,Le Dimensioni Del Mio Caos,2008-01-01,album
AL000897,AmarAmmore,2021-04-02,album
AL000898,Le Ore Piccole,2004-03-07,single
AL000899,Saturno Contro (Original Motion Picture Soundtrack),2007-06-01,album
AL000900,Diário de Bordo,2017-02-03,single
AL000901,Vanagloria,2023-09-29,album
AL000902,Busta Flex,1998-02-02,album
AL000903,Mowgli,2018-03-02,album
AL000904,Wasabi 2.0,2017-05-19,single
AL000905,Vita Vera Mixtape,2020-06-05,album
AL000906,Elisir,2019-06-07,single
AL000907,2020 Freestyle,2021-01-07,single
AL000908,Don't Panic,2021-05-05,album
AL000909,La Divina Commedia (Deluxe),2024-05-24,album
AL000910,Il coraggio nei piedi,2014-01-06,album
AL000911,Sogni di Strada,2018-04-30,album
AL000912,I Nomi del Diavolo,2024-03-01,album
AL000913,In LA We Trust,2014-04-08,album
AL000914,Too Clean,2025-06-13,album
AL000915,Ecce Homo,2015-04-20,album
AL000916,A Brand You Can Trust,2009-07-07,album
AL000917,Piangere a 90,2025-05-08,single
AL000918,Rattle And Hum,1988-10-10,album
AL000919,Who's It Gonna Be?,2020-09-30,single
AL000920,Dissmantle,2020-10-25,single
AL000921,The Unfolding,2018-04-20,album
AL000922,Shady Nate is Mobb Marley,2010-11-23,album
AL000923,Exuvia,2021-05-06,album
AL000924,Museica,2014-01-01,album
AL000925,Verità Supposte,2003-01-01,album
AL000926,Habemus Capa,2006-01-01,album
AL000927,Il Sogno Eretico,2011-01-01,album
AL000928,?!,2000-01-01,album
AL000929,The Rockers,2016-08-26,album
AL000930,Habitat Cielo,2023-03-31,album
AL000931,Il Dialogo Sta Nei Dettagli,2024-02-02,album
AL000932,Studio Collection,1998,album
AL000933,Antologia della Cameretta,2017-06-03,album
AL000934,Per Me,2025-04-09,single
AL000935,post mortem,2025-04-10,album
AL000936,Sick Side,2018-01-05,album
AL000937,Vengo Dalla Luna,2004-01-01,single
AL000938,Nicolás,2022-02-25,album
AL000939,Bruno Lauzi e il Club Tenco,2008-01-01,album
AL000940,Camera a Sud (2018 Remaster),1992-06-15,album
AL000941,Noord Africano,2025-04-11,single
AL000942,ASTROWORLD,2018-08-03,album
AL000943,Il limite valicabile,2015-03-10,album
AL000944,Ti Sento,2023-10-27,single
AL000945,DI TUTTI,2025-04-01,single
AL000946,piango glitter,2025-06-12,compilation
AL000947,64 BARRE DI VERITÀ (Red Bull 64 Bars),2024-09-19,single
AL000948,Untouchable,2021-11-26,album
AL000949,ICON,2024-12-09,album
AL000950,BOSS,2023-03-24,single
AL000951,DAMME 'NA MANO,2025-02-12,single
AL000952,Bassotto,2019-10-24,single
AL000953,Foto di gruppo,1998-08-01,album
AL000954,"Street Collection, Vol. 1 (2019 Remastered)",2019-09-27,compilation
AL000955,Classe 73,2003-01-01,album
AL000956,Thank Bax it's Friday,2017-10-06,single
AL000957,Mia Maestà,2017-03-31,album
AL000958,Pokoflow,2017-12-15,single
AL000959,Guarda In Cielo,2013-11-01,album
AL000960,L'Ultimo Testimone,2004-01-01,album
AL000961,Tutti a casa,2011-11-01,album
AL000962,Ogni maledetto giorno (Deluxe Edition),2017-09-01,album
AL000963,Contro gli estimatori,1996-08-01,album
AL000964,Sushi - EP,2007-11-13,single
AL000965,Poi dopo cosa?,2018-06-15,single
AL000966,Stanno tutti bene,2012-02-14,album
AL000967,Background,2002-01-01,album
AL000968,Rapper Italiano,2001-01-01,album
AL000969,HATE,2005-09-01,album
AL000970,L'uomo senza qualità (Rayden a.k.a Faccia d'Angelo),2012-05-22,album
AL000971,Shhh!,2017-03-03,single
AL000972,I Got Next,1997-05-20,album
AL000973,Classico,2000-01-01,album
AL000974,Beni Bilmiyorsun,2014-05-28,single
AL000975,Re Senza Trono,1994-01-01,single
AL000976,Hanno ucciso l'Uomo Ragno (2012),2012-06-12,album
AL000977,"Machete Mixtape, Vol. 3",2014-09-23,compilation
AL000978,2/3 - EP,2020-06-05,single
AL000979,Dead poets,2016-12-20,album
AL000980,Cose dell'Altro Mondo,2012-10-02,album
AL000981,Loaded,2009-10-16,album
AL000982,MSSNC,2009,album
AL000983,Sano Business 2005 Live,2025-05-30,album
AL000984,Vivo e Vero,2010-05-04,album
AL000985,L'erba cattiva (Gold Edition),2012-11-20,album
AL000986,Vieni a prenderci,2013-11-12,single
AL000987,Lungomare Paranoia,2017-01-13,album
AL000988,Sons Of Soul,1993-01-01,album
AL000989,Teoria Del Contrario Mixtape Vol. 2,2023-03-17,album
AL000990,Metrotape Vol1 The Jam Session (Selected By Dj Sice),2007,album
AL000991,Machete Mixtape Gold Edition,2015-10-30,compilation
AL000992,Trap Fatta Bene,2024-04-19,album
AL000993,Album,2017-05-26,album
AL000994,Lunga Vita a Sto,2017-11-24,album
AL000995,Cara Italia,2018-05-02,single
AL000996,Zingarello,2018-05-25,single
AL000997,WALLAH,2021-10-29,single
AL000998,Sensazione ultra,2022-05-20,album
AL000999,Niente Panico,2024-10-11,single
AL001000,Turbococco,2019-06-21,single
AL001001,Casa Mia,2024-02-07,single
AL001002,Paprika,2024-05-10,single
AL001003,"Chiagne Ancora (feat. LIBERATO, J Lord)",2021-06-22,single
AL001004,Hasta la vista (feat. ANNA) [Remix],2020-05-29,single
AL001005,I Love You,2019-03-15,single
AL001006,PIZZA KEBAB Vol. 1,2023-12-01,album
AL001007,M' Manc (con Geolier & Sfera Ebbasta),2020-06-11,single
AL001008,Chill,2025-05-16,single
AL001009,Force & Honneur,2017-03-31,album
AL001010,Skylab V,2004-12-10,album
AL001011,Freestyle N°4 #rue,2018-09-01,single
AL001012,G+Jus,2021-01-12,single
AL001013,We Love You Tecca,2019-08-30,album
AL001014,2 glops,2024-02-15,single
AL001015,CAPOTAVOLA,2019-04-29,album
AL001016,MiDi Murder EP,2012-10-31,single
AL001017,Legmatic,2024-05-10,album
AL001018,4: The Rise of the Mosh Mongers,2013-08-01,album
AL001019,DJUNGLE UNCHAINED,2022-12-16,album
AL001020,Thee Unknown,2024-09-20,album
AL001021,Booze for Blues,2016-05-25,album
AL001022,Wanderlust,2015-06-12,single
AL001023,CLASH AGAIN,2019-10-18,album
AL001024,SPECIALIST,2020-09-17,single
AL001025,Joga Bonito (feat. Nerone & Axos),2018-08-03,single
AL001026,Rock Steady,2014-09-02,album
AL001027,CLASH,2019-02-01,album
AL001028,HO LA HIT (feat. Massimo Pericolo),2022-04-07,single
AL001029,MARI (feat. Giaime) - prod. Andry The Hitmaker,2020-10-09,single
AL001030,Era Tutto Un Sogno,2012-11-13,album
AL001031,"MAI (feat. Silent Bob) prod. Crookers, Goedi",2021-10-24,single
AL001032,BENZINA (feat. Emis Killa) prod. Garelli,2021-03-05,single
AL001033,090320 - prod. Kanesh,2020-10-02,single
AL001034,DOMANI,2021-11-12,single
AL001035,In volo (RMX),2018-06-08,single
AL001036,TERRORIST,2025-01-17,single
AL001037,Just Keep Watching (From F1® The Movie),2025-05-30,single
AL001038,VENDETTA,2008-09-22,album
AL001039,QVC Collection,2018-03-30,album
AL001040,Generazione Triste,2025-03-14,single
AL001041,Gli alpini e la montagna vol.2,2007-05-01,album
AL001042,There Is No Competition: Death Comes In 3s,2011-12-25,album
AL001043,Malammore,2016-07-15,album
AL001044,Innamorato,2023-04-13,album
AL001045,Dentro e Fuori,1976,album
AL001046,AL CAPONE,2022-04-22,single
AL001047,Meteoriti - Top Rap Italiano,2022-07-08,compilation
AL001048,#willpower,2013-01-01,album
AL001049,Ambitions,2017-01-13,album
AL001050,WILD,2024-11-22,single
AL001051,Balances & Options,2000,album
AL001052,Affetto Illimitato,2023-12-27,album
AL001053,Zer06-zer08,2010-06-22,album
AL001054,900,2001,album
AL001055,Amore e Coraggio,2012,album
AL001056,Santos Ensinos,2024-01-01,album
AL001057,SCELTE STUPIDE,2025-05-02,single
AL001058,Drammi,2024-12-13,single
AL001059,Stereokilling,2016-12-16,album
AL001060,Dreaming in Slow Motion,2025-02-21,single
AL001061,Turno notturno,2016-09-26,single
AL001062,Sciccherie,2018-12-14,single
AL001063,MADAME,2021-06-03,album
AL001064,L'Angelo del Male,2024-04-26,album
AL001065,Anna,2018-09-13,single
AL001066,IL BENE NEL MALE,2023-02-09,single
AL001067,L'AMORE,2023-03-30,album
AL001068,LA PROMESSA DELL'ANNO,2019-10-04,single
AL001069,TU M'AS COMPRIS,2022-01-27,single
AL001070,AWW! (Red Bull 64 Bars),2022-04-12,single
AL001071,L’Eccezione (from the Amazon Original Series BANG BANG BABY),2022-04-14,single
AL001072,La primavera della mia vita (Original Motion Picture Soundtrack),2023-02-20,compilation
AL001073,Ping Pong,1997,album
AL001074,Amore povero,2017-03-17,album
AL001075,Rockstar: Do zachodu słońca,2020-08-28,album
AL001076,"NOI, LORO, GLI ALTRI",2021-11-19,album
AL001077,Bonjour Madame,2023-05-05,single
AL001078,Madame Dad,2022-10-08,compilation
AL001079,Fitna,2024-06-21,album
AL001080,Poco Di Buono 2,2017-01-26,album
AL001081,DON,2018-01-19,album
AL001082,Poco di Buono,2008-03-31,album
AL001083,Don Vacca Corleone,2019-01-11,album
AL001084,Il diavolo non esiste,2014-03-07,single
AL001085,54:17,2017-04-24,album
AL001086,Rilassato,2025-03-21,single
AL001087,Missione completa,2018-09-04,single
AL001088,Bad Reputation,2020-04-10,album
AL001089,Del Padre Del Figlio,2014-09-23,album
AL001090,20139,2019-08-23,album
AL001091,zero punto zero,2017-02-13,single
AL001092,Asmara,2018-04-21,single
AL001093,UNA VITA SOLA,2024-03-22,single
AL001094,Pazienza,2013-03-19,album
AL001095,Via perchè,2017-06-23,single
AL001096,Mi ferma nessuno,2019-11-08,single
AL001097,Barroso,2022-09-23,album
AL001098,No Cap,2021-01-11,single
AL001099,Vh,2004-03-11,album
AL001100,Qualche Secondo,2020-12-04,single
AL001101,Musica per Sordi,2025-05-16,single
AL001102,Tropical Shopping,2021-02-26,single
AL001103,Tempo Nostro - EP,2021-07-30,single
AL001104,Jr. Saddam,2021-03-26,single
AL001105,Full Circle,2019-07-12,album
AL001106,Chi sbaglia paga,2006-10-25,single
AL001107,Black Book 2,2016-12-15,album
AL001108,Marionette,2019-10-21,single
AL001109,indipendentemente preso bene,2023-06-09,single
AL001110,Pezzi Della Sera,2023-11-17,album
AL001111,Ogni fottuto giorno,2021-05-14,single
AL001112,La tana del granchio,2025-02-12,single
AL001113,Spazio,2021-02-12,single
AL001114,Golden Goal,2020-11-18,single
AL001115,IDGAF,2020-10-23,single
AL001116,Black Heart,2025-05-05,album
AL001117,Business,2020-11-13,single
AL001118,Scatola di Nike,2021-01-29,single
AL001119,Pelleossa,2011-05-24,album
AL001120,Sporco,2010-05-18,album
AL001121,GRAVEYARD DUPPIES,2024-05-10,album
AL001122,Immagini Ancora,2021-04-23,single
AL001123,Reggae Rhythm,2025-06-11,compilation
AL001124,One Shot,2024-01-09,single
AL001125,Last Bonus Track,2022-02-25,single
AL001126,New Balance,2025-01-24,single
AL001127,1 Less G in the Hood,2015-04-01,album
AL001128,Doble Cara,2025-02-21,single
AL001129,La Patente,2025-06-13,single
AL001130,N 9,2017-02-09,album
AL001131,Get Maad,2012-01-31,album
AL001132,Terzo Capitolo,2025-02-07,single
AL001133,Voglio farlo con te (feat. Vacca & EXO),2020-04-23,single
AL001134,Il nirvana,2014-09-23,album
AL001135,The Main Ingredient,1994-01-01,album
AL001136,ALI,2021-02-19,album
AL001137,Best Trap Ita 2024,2024-01-12,compilation
AL001138,CRACOVIA PT. 4,2023-08-25,single
AL001139,INVISIBILI,2023-09-15,album
AL001140,Le vostre madri,2019-11-26,single
AL001141,L'imprevisto,2007-06-12,album
AL001142,Northside Melodies,2024-05-31,album
AL001143,L'importante,2019-05-07,single
AL001144,Real Talk,2019-07-30,single
AL001145,Bella Guido,2018-06-12,single
AL001146,The Globe,2022-11-03,album
AL001147,100 rancunes,2021-07-01,album
AL001148,INTROVERSO EP,2024-03-12,single
AL001149,ALI - ULTIMA NOTTE,2021-09-24,album
AL001150,Guess Who's Back,2022-04-15,single
AL001151,C'era una volta,2021-06-24,album
AL001152,Giorgio Vanni super hits - il meglio del meglio,2014-01-01,album
AL001153,OCCHI TRISTI,2024-10-18,single
AL001154,"The Illest, Vol. 2",2019-04-26,album
AL001155,No Friend,2025-02-28,single
AL001156,Le Voyage,2003-01-01,album
AL001157,Players Club '25,2025-04-15,single
AL001158,THIS IS MICONS,2024-04-05,album
AL001159,CANI RANDAGI,2025-04-11,single
